Date,AF,AX,AL,DZ,AS,AD,AO,AI,AQ,AG,AR,AM,AW,AU,AT,AZ,BS,BH,BD,BB,BY,BE,BZ,BJ,BM,BT,BO,BQ,BA,BW,BV,BR,IO,BN,BG,BF,BI,KH,CM,CA,CV,KY,CF,TD,CL,CN,CX,CC,CO,KM,CG,CD,CK,CR,CI,HR,CU,CW,CY,CZ,DK,DJ,DM,DO,EC,EG,SV,GQ,ER,EE,ET,FK,FO,FJ,FI,FR,GF,PF,TF,GA,GM,GE,DE,GH,GI,GR,GL,GD,GP,GU,GT,GG,GN,GW,GY,HT,HM,VA,HN,HK,HU,IS,IN,ID,IR,IQ,IE,IM,IL,IT,JM,JP,JE,JO,KZ,KE,KI,KP,KR,KW,KG,LA,LV,LB,LS,LR,LY,LI,LT,LU,MO,MK,MG,MW,MY,MV,ML,MT,MH,MQ,MR,MU,YT,MX,FM,MD,MC,MN,ME,MS,MA,MZ,MM,NA,NR,NP,NL,NC,NZ,NI,NE,NG,NU,NF,MP,NO,OM,PK,PW,PS,PA,PG,PY,PE,PH,PN,PL,PT,PR,QA,RE,RO,RU,RW,BL,SH,KN,LC,MF,PM,VC,WS,SM,ST,SA,SN,RS,SC,SL,SG,SX,SK,SI,SB,SO,ZA,GS,ES,LK,SD,SR,SS,SJ,SZ,SE,CH,SY,TW,TJ,TZ,TH,TL,TG,TK,TO,TT,TN,TR,TM,TC,TV,UG,UA,AE,GB,US,UM,UY,UZ,VU,VE,VN,VG,VI,WF,EH,YE,ZM,ZW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07-00-52-19,0,0,0,0,0,0,0,0,0,0,9.95E-06,0,0,6.34E-05,0.009474801,0,0,0,0,0,5.61E-06,0.002770458,0,0,0,0,0,4.25E-07,0,0,0,0.000404897,0,0,0.002920764,0,0,0,0,0.020725049,0,0,0,0,1.02E-06,0,0,0,2.81E-06,0,0,0,0,4.67E-05,0,0.000331727,0,0,3.12E-07,0.014007104,0.003754078,0,0,0,0,1.67E-06,0,0,0,0.000730588,0,0,0,0,0.001351393,0.270507617,0,0,0,0,0,2.83E-07,0.219400503,0,2.83E-08,0.001639593,1.13E-07,0,0,0,0.000147642,0,0,0,0,0,0,0,0,8.42E-05,0.008312622,0.000546191,0.000131348,1.25E-06,0,0,0.001214095,5.47E-05,0.000390274,0.004682722,0,0.001023208,0,8.50E-08,0.000182498,6.12E-06,0,0,0.000120693,2.83E-08,0,0,0.001395318,0,0,0.003088867,0,2.86E-05,0.00204755,0.007186036,0,3.12E-07,0,0,4.25E-06,0,0,0,0,0,0,0,0,0.000152375,0,0.002219195,0,0,0,0,5.67E-07,0,0,2.83E-08,0,0,0.133230785,0,3.86E-05,0,0,0,0,0,0,0.00837644,0,0,0,0,4.68E-05,0,0,0,0,0,0.005536184,0.000101111,0,0,2.27E-07,0.019048417,0.014041025,0,0,0,0,0,0,0,0,0,0,0,1.42E-06,0,0.000110689,1.27E-05,0,0.000535196,0,0.00134394,2.10E-05,0,0,1.16E-06,0,0.001367178,0,0,0,0,0,0,0.029558811,0.048064438,0,7.65E-05,0,0,8.19E-06,0,0,0,0,0,0,0.000438987,0,0,0,0,0.010386413,0,0.061394967,0.085083344,0,0,0,0,0,3.00E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08-22-56-27,0,0,0,1.42E-07,0,0,0,0,0,0,1.19E-05,0,0,5.96E-05,0.008949312,0,0,0,0,0,5.14E-05,0.000839902,0,0,0,0,0,4.54E-07,0,0,0,0.000422687,0,0,0.002616006,0,0,1.13E-07,0,0.020047876,0,0,0,0,5.39E-07,0,0,0,3.54E-06,0,0,0,0,5.19E-05,0,0.000342069,0,0,2.55E-07,0.013542075,0.003193153,0,0,0,0,1.25E-06,0,0,0,0.000912013,0,0,0,0,0.001409109,0.277560735,0,0,0,0,0,1.87E-06,0.218626358,0,0,0.001915563,0,0,0,0,0.000163336,0,0,0,0,0,0,0,0,7.61E-05,0.008587082,0.000641489,0.000137105,1.08E-06,0,0,0.001288678,2.32E-05,0.000390814,0.004574813,0,0.001008427,0,5.67E-08,0.000182647,3.46E-06,0,0,0.000128088,0,0,0,0.001702177,0,0,0.002807329,0,2.58E-05,0.00192631,0.007088365,0,2.55E-07,0,0,7.09E-06,0,0,0,0,0,0,0,0,0.000165377,0,0.002180558,0,0,0,0,0,0,0,2.84E-08,0,0,0.145017701,0,4.21E-05,0,0,0,0,0,0,0.007867697,0,0,0,0,3.27E-05,0,0,0,2.84E-08,0,0.006166058,8.48E-05,0,3.69E-07,2.84E-07,0.020083294,0.011959563,0,0,0,0,0,0,0,0,0,0,0,2.84E-08,0,0.000130442,1.45E-05,0,0.000525821,0,0.001342499,1.63E-05,0,0,8.22E-07,0,0.001410158,0,0,0,0,0,0,0.029525732,0.041529929,0,9.83E-05,0,0,8.25E-06,0,0,0,0,0,0,0.000366654,0,0,0,0,0.011093204,0,0.057786379,0.081224091,0,0,0,0,0,2.18E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09-09-02-01,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,5.01E-05,0.009199143,0,0,0,0,0,0.000180769,0.000724132,0,0,0,0,0,3.33E-07,0,0,0,0.000401515,0,0,0.002745125,0,0,1.11E-07,0,0.019512653,0,0,0,0,4.44E-07,0,0,0,3.17E-06,0,0,0,0,4.48E-05,0,0.000318673,0,0,2.78E-07,0.013396199,0.003645776,0,0,0,0,1.25E-06,0,0,0,0.000886427,0,0,0,0,0.001437375,0.275118602,0,0,0,0,0,1.39E-06,0.221644457,0,0,0.001843251,1.11E-07,0,0,0,0.000153905,0,0,0,0,0,0,0,0,8.18E-05,0.008134696,0.000669488,0.000136264,1.11E-06,0,0,0.001196849,2.27E-05,0.000353621,0.004482614,0,0.000941794,0,5.56E-08,0.000178074,3.17E-06,0,0,0.000110345,2.78E-08,0,0,0.001726794,0,0,0.002750292,0,2.77E-05,0.002115947,0.007782965,0,2.22E-07,0,0,6.28E-06,0,0,0,0,0,0,0,0,0.000173352,0,0.001990517,0,0,0,0,5.56E-07,0,0,2.78E-08,0,0,0.146979454,0,3.08E-05,0,0,0,0,0,0,0.007298441,0,0,0,0,3.94E-05,0,0,0,0,0,0.006021444,8.34E-05,0,0,2.22E-07,0.01872982,0.011639485,0,0,0,0,0,0,0,0,0,0,0,1.39E-07,0,0.000127291,1.54E-05,0,0.000500636,0,0.001331947,1.72E-05,0,0,9.17E-07,0,0.001372951,0,0,0,0,0,0,0.028312142,0.040910979,0,0.000100038,0,0,5.36E-06,0,0,0,0,0,0,0.000351898,0,0,0,0,0.010179524,0,0.059391162,0.08088922,0,0,0,0,0,2.14E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09-19-47-38,0,0,0,0,0,0,0,0,0,0,1.18E-05,0,0,5.11E-05,0.009368415,0,0,0,0,0,0.00018446,0.00076155,0,0,0,0,0,5.43E-07,5.72E-07,0,0,2.87E-05,0,0,0.002735905,0,0,1.43E-07,0,0.020493236,0,0,0,0,4.58E-07,0,0,0,3.26E-06,0,0,0,0,5.19E-05,0,0.000298654,0,0,3.15E-07,0.013844082,0.003750008,0,0,0,0,1.03E-06,0,0,0,0.00093806,0,0,0,0,0.001454034,0.28823862,0,0,0,0,0,1.66E-06,0.226704946,0,0,0.001739161,0,0,0,0,0.000156434,0,0,0,0,0,0,0,0,8.87E-05,0.008174656,0.000537509,0.000135586,1.14E-06,0,0,0.001271118,3.32E-05,0.000365689,0.004675428,0,0.00046281,0,5.72E-08,0.000183059,3.32E-06,0,0,0.000125662,2.86E-08,0,0,0.001753089,0,0,0.002802654,0,2.85E-05,0.002066986,0.008329316,0,2.86E-07,0,0,5.52E-06,0,0,0,0,0,0,0,0,0.000187063,0,0.002077138,0,0,0,0,0,0,0,5.72E-08,0,0,0.123661594,0,3.86E-05,0,0,0,0,0,0,0.007648243,0,0,0,0,4.04E-05,0,0,0,0,0,0.006241139,7.53E-05,0,0,2.29E-07,0.019130631,0.012072461,0,0,0,0,0,0,0,0,0,0,0,5.72E-07,0,0.000130981,1.51E-05,0,0.000556127,0,0.001327457,1.92E-05,0,0,1.03E-06,0,0.001434587,0,0,0,0,0,0,0.028141793,0.044305757,0,9.35E-05,0,0,5.58E-06,0,0,0,0,0,0,0.00032262,0,0,0,0,0.010376484,0,0.060389303,0.079840952,0,0,0,0,0,1.97E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-12-04-21-37,0,0,0,0,0,0,0,0,0,0,1.00E-05,5.70E-07,0,4.92E-05,0.009727381,0,0,0,0,0,0.000460612,0.000917891,0,0,0,0,0,0,0,0,0,2.86E-05,0,0,0.002611882,0,0,1.71E-07,0,0.020651931,0,0,0,0,3.70E-07,0,0,0,3.05E-06,0,0,0,0,7.66E-05,0,0.000437137,0,0,5.70E-08,0.012929757,0.004203683,0,0,0,0,1.48E-06,0,0,0,7.56E-05,0,0,0,0,0.001586302,0.279044141,0,0,0,0,0,1.65E-06,0.234641746,0,0,0.001737751,1.14E-07,0,0,0,0.000156975,0,0,0,0,0,0,0,0,8.05E-05,0.008289678,0.00056699,0.000103757,1.03E-06,0,0,0.001476705,5.56E-05,0.000440043,0.004710305,0,0.000431211,0,0,0.000173499,6.52E-06,0,0,0.000132873,0,0,0,0.001835668,0,0,0.002809027,0,3.11E-05,0.003004035,0.006903226,0,0,0,0,5.38E-06,0,0,0,0,0,0,0,0,0.000165693,0,0.00192538,0,0,0,0,0,0,0,0,0,0,0.130248821,0,3.95E-05,0,0,0,0,0,0,0.007867725,0,0,0,5.70E-07,5.13E-05,0,0,0,0,0,0.005982059,0.00011803,0,0,3.70E-07,0.018931246,0.010583336,0,0,0,0,0,0,0,0,0,0,0,2.85E-07,0,0.000144953,1.36E-05,0,0.000544968,0,0.00125825,1.97E-05,0,0,1.14E-06,0,0.001693991,0,0,0,0,0,0,0.028335047,0.042969992,5.70E-07,9.48E-05,0,0,4.84E-06,0,0,0,0,0,0,0.000378649,0,0,0,0,0.009990307,0,0.057996006,0.078661897,0,0,0,0,0,2.76E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-13-06-46-44,0,0,1.45E-07,0,0,0,0,0,0,0,7.96E-06,5.81E-07,0,4.27E-05,0.009472477,0,0,0,0,0,0.000642849,0.000965465,0,0,0,0,0,0,0,0,0,2.59E-05,0,0,0.002763004,0,0,1.45E-07,0,0.018330123,0,0,0,0,2.61E-07,0,0,0,1.92E-06,0,0,0,0,6.56E-05,0,0.000438467,0,0,5.81E-08,0.012807774,0.004381277,0,0,0,0,8.13E-07,0,0,0,6.56E-05,0,0,0,0,0.001456951,0.273742283,0,0,0,0,0,5.81E-07,0.238307747,0,0,0.001718998,0,0,0,0,0.000121659,0,0,0,0,0,0,0,0,4.99E-05,0.00877777,0.000630713,9.07E-05,1.05E-06,0,0,0.001380733,6.21E-05,0.000398166,0.004950289,0,0.000283736,0,0,0.000156502,4.12E-06,0,0,8.40E-05,0,0,0,0.001720653,0,0,0.002232842,0,3.46E-05,0.005815261,0.006970242,0,0,0,0,4.88E-06,0,0,0,0,0,0,0,0,0.000178627,0,0.001785954,0,0,0,0,0,0,0,2.90E-08,0,0,0.127971407,0,2.78E-05,0,0,0,0,0,0,0.006902124,0,0,0,0,5.17E-05,0,0,0,0,0,0.006058348,0.000127699,0,0,2.61E-07,0.019409959,0.01064633,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70E-05,1.00E-05,0,0.000389513,0,0.001329194,1.25E-05,0,0,8.13E-07,0,0.001650561,0,0,0,0,0,0,0.026717363,0.044837094,0,6.99E-05,0,0,3.14E-06,0,0,0,0,0,0,0.000338962,0,0,0,0,0.010594327,0,0.06030195,0.076574491,0,0,0,0,0,2.18E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-13-11-01-34,0,0,2.33E-07,0,0,0,0,0,0,0,8.10E-06,5.83E-07,0,4.20E-05,0.009571578,0,0,0,0,0,0.000650149,0.00096457,0,0,0,0,0,0,0,0,0,2.61E-05,0,0,0.002863017,0,0,1.46E-07,0,0.018360907,0,0,0,0,2.62E-07,0,0,0,1.92E-06,0,0,0,0,6.21E-05,0,0.000424834,0,0,5.83E-08,0.013148375,0.004435297,0,0,0,0,8.16E-07,0,0,0,6.58E-05,0,0,0,0,0.001481308,0.275733214,0,0,0,0,0,7.00E-07,0.2402316,0,0,0.001846768,0,0,0,0,0.000122131,0,0,0,0,0,0,0,0,5.02E-05,0.009035223,0.000627414,8.57E-05,1.05E-06,0,0,0.001401821,6.24E-05,0.000393937,0.004877941,0,0.000291365,0,0,0.00014953,4.14E-06,0,0,8.16E-05,0,0,0,0.001711025,0,0,0.002241492,0,3.47E-05,0.006009092,0.007771506,0,0,0,0,4.90E-06,0,0,0,0,0,0,0,0,0.000174102,0,0.001815842,0,0,0,0,0,0,0,2.91E-08,0,0,0.125906719,0,2.57E-05,0,0,0,0,0,0,0.006835151,0,0,0,0,5.25E-05,0,0,0,0,0,0.006276614,0.000128106,0,0,2.62E-07,0.020141858,0.010664196,0,0,0,0,0,0,0,0,0,0,0,7.58E-07,0,1.71E-05,1.01E-05,0,0.00039248,0,0.001333236,1.26E-05,0,0,7.87E-07,0,0.001646258,0,0,0,0,0,0,0.026838468,0.045855499,0,7.15E-05,0,0,3.09E-06,0,0,0,0,0,0,0.000358551,0,0,0,0,0.01070238,0,0.058177263,0.077678619,0,0,0,0,0,2.19E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16-08-01-45,0,0,1.37E-07,0,0,0,0,0,0,0,1.05E-05,5.95E-06,0,4.72E-05,0.008945296,0,0,0,0,0,0.000952989,0.00018719,0,0,0,0,0,0,0,0,0,3.23E-05,0,0,0.00288646,0,0,2.74E-07,0,0.019098298,0,0,0,0,4.94E-07,0,0,0,2.72E-06,0,0,0,0,4.71E-05,0,0.000395974,0,0,1.10E-07,0.012424331,0.004413722,0,0,0,2.47E-07,1.21E-06,0,0,0,0.000840131,0,0,0,0,0.00188216,0.270799312,0,0,0,0,0,0,0.236737794,0,0,0.001703504,0,0,0,0,0.000125946,0,0,0,0,0,0,0,0,6.32E-05,0.009669607,0.000701097,9.29E-05,1.02E-06,0,0,0.00120392,2.01E-05,0.00039238,0.004400003,0,0.00050842,0,0,0.000184226,3.95E-06,0,0,7.91E-05,0,0,0,0.001969938,0,0,0.002647877,0,1.39E-05,0.012651939,0.006225775,0,0,0,0,3.98E-06,0,0,0,0,0,0,0,0,0.000169574,0,0.001778797,0,0,0,0,0,0,0,2.74E-08,0,0,0.128353916,0,3.45E-05,0,0,0,0,0,0,0.006914169,0,5.49E-08,0,0,4.89E-05,0,0,0,0,0,0.006382069,0.000135604,0,0,3.02E-07,0.019105652,0.012455393,0,0,0,0,0,0,0,0,0,0,0,2.47E-07,0,1.73E-05,1.39E-05,0,0.000444871,0,0.001512171,1.55E-05,0,0,1.13E-06,0,0.001545811,0,0,0,0,0,0,0.028329894,0.041986352,0,6.93E-05,0,0,4.88E-06,0,0,0,0,0,0,0.000366861,0,0,0,0,0.01061129,0,0.058733253,0.078589365,0,0,0,0,0,3.68E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17-04-56-43,0,0,1.66E-07,0,0,0,0,0,0,0,1.69E-06,1.01E-05,0,4.56E-05,0.009989449,0,0,0,0,0,0.00095817,0.000204483,0,0,0,0,0,0,0,0,0,3.56E-05,0,0,0.003020198,0,0,3.87E-07,0,0.018282334,0,0,0,0,4.70E-07,0,0,0,2.35E-06,0,0,0,0,6.04E-05,0,0.000555151,0,0,5.53E-08,0.012391609,0.004810154,0,0,0,2.49E-07,1.19E-06,0,0,0,0.000738311,0,0,0,0,0.001416002,0.270800348,0,0,0,0,0,7.47E-07,0.231610702,0,0,0.00156935,0,0,0,0,0.000154869,0,0,0,0,0,0,0,0,5.82E-05,0.010074489,0.000597131,8.51E-05,1.08E-06,0,0,0.001306266,4.07E-05,0.000402743,0.005861937,0,0.00054171,0,0,0.00016311,5.12E-06,0,0,5.69E-05,0,0,0,0.001695237,0,0,0.002765521,0,3.26E-05,0.012572557,0.008133951,0,0,0,0,4.56E-06,0,0,0,0,0,0,0,0,0.000161479,0,0.001737079,0,0,0,0,0,0,0,2.77E-08,0,0,0.127366183,0,3.29E-05,0,0,0,0,0,0,0.007594397,0,0,0,0,5.44E-05,0,0,0,0,0,0.006777379,0.00012785,0,0,2.77E-07,0.017391975,0.012039143,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18E-06,1.45E-05,0,0.000471355,0,0.001548637,1.95E-05,0,0,1.05E-06,0,0.001325763,0,0,0,0,0,0,0.027950015,0.043341025,8.30E-08,7.78E-05,0,0,4.09E-06,0,0,0,0,0,0,0.000333992,0,0,0,0,0.010133726,0,0.060246075,0.078632641,0,0,0,0,0,2.85E-06,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18-02-24-31,0,0,8.65E-08,0,0,0,0,0,0,0,1.73E-06,1.02E-05,0,5.08E-05,0.009293558,0,0,0,0,0,3.68E-05,0.0002144,0,0,0,0,0,0,0,0,0,2.81E-05,0,0,0.003276606,0,0,4.04E-07,0,0.019129201,0,0,0,0,3.46E-07,0,0,0,2.25E-06,0,0,0,0,6.37E-05,0,0.000566591,0,0,8.65E-08,0.012466482,0.00523302,0,0,0,1.73E-07,9.51E-07,0,0,0,0.000715426,0,0,0,0,0.001530959,0.274071126,0,0,0,0,0,1.15E-06,0.231586774,0,0,0.001562502,0,0,0,0,0.00015685,0,0,0,0,0,0,0,0,5.86E-05,0.010502312,0.00062913,9.77E-05,1.12E-06,0,0,0.001330687,4.24E-05,0.000363955,0.005179708,0,0.000486408,0,0,0.000160137,5.25E-06,0,0,7.54E-05,0,0,0,0.001598168,0,0,0.00288327,0,3.40E-05,0.010490865,0.00731082,0,3.17E-07,0,0,4.70E-06,0,0,0,0,0,0,0,0,0.000188624,0,0.001711394,0,0,0,0,0,0,0,5.77E-08,0,0,0.12645066,0,3.50E-05,0,0,0,0,0,0,0.008400725,0,0,0,0,5.17E-05,0,0,0,0,0,0.007225446,0.000121299,0,0,3.17E-07,0.017814141,0.012423233,0,0,0,0,0,0,0,0,0,0,0,3.46E-07,0,1.19E-05,1.41E-05,0,0.000476374,0,0.001518272,2.20E-05,0,0,1.15E-06,0,0.001417502,0,0,0,0,0,0,0.027101299,0.041557987,0,7.87E-05,0,0,3.14E-06,0,0,0,0,0,0,0.000341379,0,0,0,0,0.010096578,0,0.061068558,0.080608249,0,0,0,0,0,3.29E-06,5.77E-07,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18-05-18-06,0,0,5.60E-08,0,0,0,0,0,0,0,1.65E-06,8.73E-06,0,4.98E-05,0.008583102,0,0,0,0,0,3.59E-05,0.000208301,0,0,0,0,0,0,0,0,0,2.79E-05,0,0,0.003077225,0,0,3.92E-07,0,0.018135187,0,0,0,0,3.36E-07,0,0,0,2.43E-06,0,0,0,0,6.09E-05,0,0.000548464,0,0,8.39E-08,0.01242501,0.005030214,0,0,0,1.68E-07,9.51E-07,0,0,0,0.000735081,0,0,0,0,0.001487677,0.277351291,0,0,0,0,0,1.12E-06,0.233164153,0,0,0.001564339,1.96E-07,0,0,0,0.000152204,0,0,0,0,0,0,0,0,5.84E-05,0.010167026,0.000604253,9.52E-05,1.31E-06,0,0,0.001396103,4.11E-05,0.00039254,0.005479941,0,0.000498914,0,0,0.000161548,5.09E-06,0,0,6.94E-05,0,0,0,0.001610391,0,0,0.002797859,0,3.30E-05,0.009987292,0.006620097,0,3.08E-07,0,0,4.31E-06,0,0,0,0,0,0,0,0,0.000197193,0,0.001682828,0,0,0,0,0,0,0,5.60E-08,0,0,0.12724319,0,3.75E-05,0,0,0,0,0,0,0.008216583,0,0,0,0,5.92E-05,0,0,0,0,0,0.007130231,0.000124924,0,0,3.36E-07,0.017574496,0.011375002,0,0,0,0,0,0,0,0,0,0,0,2.24E-07,0,1.31E-05,1.37E-05,0,0.000474992,0,0.001456313,2.13E-05,0,0,1.12E-06,0,0.001474192,0,0,0,0,0,0,0.026568436,0.04149087,0,7.90E-05,0,0,2.24E-06,0,0,0,0,0,0,0.000330679,0,0,0,0,0.009606503,0,0.063290413,0.078135486,0,0,0,0,0,3.22E-06,5.60E-07,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18-18-45-44,0,0,5.65E-08,8.48E-08,0,0,0,0,0,0,1.19E-06,1.06E-05,0,4.79E-05,0.0094533,0,0,0,0,0,3.21E-05,0.000162853,0,0,0,0,0,0,2.26E-07,0,0,0.000412078,0,0,0.003426582,0,0,2.26E-07,0,0.018287889,0,0,0,0,3.67E-07,0,0,0,2.57E-06,0,0,0,0,4.93E-05,0,0.000555147,0,0,8.48E-08,0.013332349,0.004618924,0,0,0,1.70E-07,8.48E-07,0,0,0,0.000813615,0,0,0,0,0.001765126,0.285140052,0,0,0,0,0,1.13E-06,0.222810899,0,0,0.001681919,0,0,0,0,0.000140186,0,0,0,0,0,0,0,0,6.09E-05,0.009597273,0.000662548,0.000158105,1.13E-06,0,0,0.001503436,4.89E-05,0.000404221,0.005458683,0,0.000943513,0,0,0.000168053,3.36E-06,0,0,7.51E-05,0,0,0,0.001569911,0,0,0.002826327,0,3.34E-05,0.01000172,0.007778362,0,4.80E-07,0,0,5.74E-06,0,0,0,0,0,0,0,0,0.000196006,0,0.001826598,0,0,0,0,0,0,0,0,0,0,0.122859463,0,5.18E-05,0,0,0,0,0,0,0.008204855,0,0,0,0,5.05E-05,0,0,0,0,0,0.007115249,0.000142786,0,1.41E-07,3.39E-07,0.018367252,0.012617429,0,0,0,0,0,0,0,0,0,0,0,5.65E-08,0,1.33E-05,1.39E-05,0,0.000494042,0,0.000960245,1.87E-05,0,0,1.02E-06,0,0.001474071,0,0,0,0,0,0,0.027830755,0.042645258,0,6.73E-05,0,0,2.60E-06,0,0,0,0,0,0,0.00032254,0,0,0,0,0.010361794,0,0.061831974,0.076381226,0,0,0,0,5.65E-08,3.90E-06,1.75E-06,0,0,0,0,0,0
